time,topic,body
2025-04-30 20:35:25.614734+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC"": ""25.130""}"
2025-04-30 20:35:25.618222+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC_1"": ""-17.980"", ""TemperatureC_2"": ""-35.720"", ""VibrationTemperatureC_1"": ""39.970"", ""VibrationTemperatureC_2"": ""-1.490"", ""XVibrationDisplacementRmsM_1"": ""0.00088890"", ""XVibrationDisplacementRmsM_2"": ""0.00099700"", ""YVibrationDisplacementRmsM_1"": ""0.00062380"", ""YVibrationDisplacementRmsM_2"": ""0.00081420"", ""ZVibrationDisplacementRmsM_1"": ""0.00000790"", ""ZVibrationDisplacementRmsM_2"": ""0.00034240""}"
2025-04-30 20:35:25.621976+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC"": ""39.760"", ""VibrationTemperatureC"": ""-4.340"", ""XVibrationAccelerationRmsMPerS2"": ""0.970"", ""YVibrationAccelerationRmsMPerS2"": ""0.150"", ""ZVibrationAccelerationRmsMPerS2"": ""0.300""}"
2025-04-30 20:35:25.625831+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 12.015463829040527, ""ClassId"": 22126, ""StartDate"": ""2025-04-30T20:35:27.000Z""}"
2025-04-30 20:35:25.628954+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""StateChangedCounter"": 1337}"
2025-04-30 20:35:25.632942+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC"": ""39.760""}"
2025-04-30 20:35:25.63633+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC"": [""31.110"", ""37.960"", ""9.900"", ""-27.250""]}"
2025-04-30 20:35:25.647239+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 88.89308166503906, ""CurrentB"": 62.386512756347656, ""CurrentC"": 30.90138816833496, ""StartDate"": ""2025-04-30T20:35:27.000Z""}"
2025-04-30 20:35:25.671243+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC_1"": ""-17.980"", ""TemperatureC_2"": ""-1.490"", ""VibrationTemperatureC_1"": ""39.970"", ""VibrationTemperatureC_2"": ""-1.490"", ""XVibrationVelocityRmsMPerS_1"": ""0.08889"", ""XVibrationVelocityRmsMPerS_2"": ""0.09970"", ""YVibrationVelocityRmsMPerS_1"": ""0.06238"", ""YVibrationVelocityRmsMPerS_2"": ""0.08142"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00079"", ""ZVibrationVelocityRmsMPerS_2"": ""0.03424""}"
2025-04-30 20:35:25.67658+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""Concentration"": 0.000006741452125424985, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:35:25.693542+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-04-30T20:35:27.000Z"", ""TemperatureC_1"": ""39.760"", ""TemperatureC_2"": ""25.130"", ""VibrationTemperatureC_1"": ""31.110"", ""VibrationTemperatureC_2"": ""25.130"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.880"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.990"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.620"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.810"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.340""}"
2025-04-30 20:35:55.94843+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-04-30T20:35:57.000Z"", ""DiscreteStatus"": 1}"
2025-04-30 20:36:26.401668+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""Concentration"": 0.30901387333869934, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:36:26.424814+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""DiscreteStatus"": 0}"
2025-04-30 20:36:26.427979+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""FrequencyRpm"": 2886.2607421875}"
2025-04-30 20:36:26.43167+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""Concentration"": 0.00463589932769537, ""CasRegistryNumber"": 74986}"
2025-04-30 20:36:26.435198+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""PressureAt"": ""0.6098106897""}"
2025-04-30 20:36:26.439012+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 3.9626734256744385, ""StartDate"": ""2025-04-30T20:36:27.000Z""}"
2025-04-30 20:36:26.442616+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC"": ""-7.290"", ""VibrationTemperatureC"": ""38.790"", ""XVibrationVelocityRmsMPerS"": ""0.09996"", ""YVibrationVelocityRmsMPerS"": ""0.02751"", ""ZVibrationVelocityRmsMPerS"": ""0.01875""}"
2025-04-30 20:36:26.446191+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 30.90138816833496, ""StartDate"": ""2025-04-30T20:36:27.000Z""}"
2025-04-30 20:36:26.450006+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC"": ""-39.320"", ""VibrationTemperatureC"": ""39.970"", ""XVibrationDisplacementRmsM"": ""0.00099960"", ""YVibrationDisplacementRmsM"": ""0.00027510"", ""ZVibrationDisplacementRmsM"": ""0.00018750""}"
2025-04-30 20:36:26.453768+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""PressureAt"": ""2.0183243003"", ""TemperatureC"": ""-15.270""}"
2025-04-30 20:36:26.457839+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC"": ""32.830""}"
2025-04-30 20:36:26.461323+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC_1"": ""-7.290"", ""TemperatureC_2"": ""-39.320"", ""VibrationTemperatureC_1"": ""38.790"", ""VibrationTemperatureC_2"": ""9.730"", ""XVibrationDisplacementRmsM_1"": ""0.00078560"", ""XVibrationDisplacementRmsM_2"": ""0.00096200"", ""YVibrationDisplacementRmsM_1"": ""0.00075420"", ""YVibrationDisplacementRmsM_2"": ""0.00091030"", ""ZVibrationDisplacementRmsM_1"": ""0.00000270"", ""ZVibrationDisplacementRmsM_2"": ""0.00048130""}"
2025-04-30 20:36:26.464994+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC"": ""36.960"", ""VibrationTemperatureC"": ""-15.270"", ""XVibrationAccelerationRmsMPerS2"": ""0.990"", ""YVibrationAccelerationRmsMPerS2"": ""0.270"", ""ZVibrationAccelerationRmsMPerS2"": ""0.180""}"
2025-04-30 20:36:26.480254+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 11.111635208129883, ""ClassId"": 22126, ""StartDate"": ""2025-04-30T20:36:27.000Z""}"
2025-04-30 20:36:26.483862+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""StateChangedCounter"": 927}"
2025-04-30 20:36:26.487591+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC"": ""36.960""}"
2025-04-30 20:36:26.507706+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 78.56424713134766, ""CurrentB"": 75.42845153808594, ""CurrentC"": 18.750656127929688, ""StartDate"": ""2025-04-30T20:36:27.000Z""}"
2025-04-30 20:36:26.511612+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC_1"": ""-7.290"", ""TemperatureC_2"": ""9.730"", ""VibrationTemperatureC_1"": ""38.790"", ""VibrationTemperatureC_2"": ""9.730"", ""XVibrationVelocityRmsMPerS_1"": ""0.07856"", ""XVibrationVelocityRmsMPerS_2"": ""0.09620"", ""YVibrationVelocityRmsMPerS_1"": ""0.07542"", ""YVibrationVelocityRmsMPerS_2"": ""0.09103"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00027"", ""ZVibrationVelocityRmsMPerS_2"": ""0.04813""}"
2025-04-30 20:36:26.527459+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""Concentration"": 0.000004704306775238365, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:36:26.553383+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-04-30T20:36:27.000Z"", ""TemperatureC_1"": ""36.960"", ""TemperatureC_2"": ""32.830"", ""VibrationTemperatureC_1"": ""22.850"", ""VibrationTemperatureC_2"": ""32.830"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.780"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.960"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.750"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.910"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.000"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.480""}"
2025-04-30 20:36:56.817575+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-04-30T20:36:57.000Z"", ""DiscreteStatus"": 1}"
2025-04-30 20:37:24.351371+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""Concentration"": 0.1875065565109253, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:37:24.374754+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""DiscreteStatus"": 1}"
2025-04-30 20:37:24.377937+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""FrequencyRpm"": 2670.952880859375}"
2025-04-30 20:37:24.38144+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""Concentration"": 0.002813410945236683, ""CasRegistryNumber"": 74986}"
2025-04-30 20:37:24.384936+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""PressureAt"": ""0.3620094528""}"
2025-04-30 20:37:24.387783+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 2.4438319206237793, ""StartDate"": ""2025-04-30T20:37:27.000Z""}"
2025-04-30 20:37:24.390563+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": ""3.980"", ""VibrationTemperatureC"": ""34.530"", ""XVibrationVelocityRmsMPerS"": ""0.09849"", ""YVibrationVelocityRmsMPerS"": ""0.04088"", ""ZVibrationVelocityRmsMPerS"": ""0.00908""}"
2025-04-30 20:37:24.39761+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 18.750656127929688, ""StartDate"": ""2025-04-30T20:37:27.000Z""}"
2025-04-30 20:37:24.400697+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": ""-39.800"", ""VibrationTemperatureC"": ""38.790"", ""XVibrationDisplacementRmsM"": ""0.00098490"", ""YVibrationDisplacementRmsM"": ""0.00040880"", ""ZVibrationDisplacementRmsM"": ""0.00009080""}"
2025-04-30 20:37:24.40362+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""PressureAt"": ""1.9883548408"", ""TemperatureC"": ""-24.990""}"
2025-04-30 20:37:24.40724+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": ""37.900""}"
2025-04-30 20:37:24.410846+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC_1"": ""3.980"", ""TemperatureC_2"": ""-39.800"", ""VibrationTemperatureC_1"": ""34.530"", ""VibrationTemperatureC_2"": ""20.190"", ""XVibrationDisplacementRmsM_1"": ""0.00065960"", ""XVibrationDisplacementRmsM_2"": ""0.00089030"", ""YVibrationDisplacementRmsM_1"": ""0.00086440"", ""YVibrationDisplacementRmsM_2"": ""0.00097380"", ""ZVibrationDisplacementRmsM_1"": ""0.00003700"", ""ZVibrationDisplacementRmsM_2"": ""0.00062170""}"
2025-04-30 20:37:24.421224+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": ""31.220"", ""VibrationTemperatureC"": ""-24.990"", ""XVibrationAccelerationRmsMPerS2"": ""0.980"", ""YVibrationAccelerationRmsMPerS2"": ""0.400"", ""ZVibrationAccelerationRmsMPerS2"": ""0.090""}"
2025-04-30 20:37:24.447763+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 9.820530891418457, ""ClassId"": 22126, ""StartDate"": ""2025-04-30T20:37:27.000Z""}"
2025-04-30 20:37:24.451283+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""StateChangedCounter"": 562}"
2025-04-30 20:37:24.454875+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": ""31.220""}"
2025-04-30 20:37:24.458423+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC"": [""12.760"", ""38.790"", ""29.150"", ""-7.290""]}"
2025-04-30 20:37:24.472995+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 65.96000671386719, ""CurrentB"": 86.44477844238281, ""CurrentC"": 9.089228630065918, ""StartDate"": ""2025-04-30T20:37:27.000Z""}"
2025-04-30 20:37:24.476609+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC_1"": ""3.980"", ""TemperatureC_2"": ""20.190"", ""VibrationTemperatureC_1"": ""34.530"", ""VibrationTemperatureC_2"": ""20.190"", ""XVibrationVelocityRmsMPerS_1"": ""0.06596"", ""XVibrationVelocityRmsMPerS_2"": ""0.08903"", ""YVibrationVelocityRmsMPerS_1"": ""0.08644"", ""YVibrationVelocityRmsMPerS_2"": ""0.09738"", ""ZVibrationVelocityRmsMPerS_1"": ""0.00370"", ""ZVibrationVelocityRmsMPerS_2"": ""0.06217""}"
2025-04-30 20:37:24.495814+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""Concentration"": 0.000002893847749874112, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:37:24.498801+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-04-30T20:37:27.000Z"", ""TemperatureC_1"": ""31.220"", ""TemperatureC_2"": ""37.900"", ""VibrationTemperatureC_1"": ""12.760"", ""VibrationTemperatureC_2"": ""37.900"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.650"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.890"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.860"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.970"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.030"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.620""}"
2025-04-30 20:37:54.755448+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-04-30T20:37:57.000Z"", ""DiscreteStatus"": 0}"
2025-04-30 20:38:25.212114+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""Concentration"": 0.09089229255914688, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:38:25.240192+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""DiscreteStatus"": 1}"
2025-04-30 20:38:25.266931+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""FrequencyRpm"": 2362.36767578125}"
2025-04-30 20:38:25.270629+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""Concentration"": 0.0013642935082316399, ""CasRegistryNumber"": 74986}"
2025-04-30 20:38:25.274471+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""PressureAt"": ""0.1649696889""}"
2025-04-30 20:38:25.278022+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 1.2361536026000977, ""StartDate"": ""2025-04-30T20:38:27.000Z""}"
2025-04-30 20:38:25.28178+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": ""14.950"", ""VibrationTemperatureC"": ""27.510"", ""XVibrationVelocityRmsMPerS"": ""0.09316"", ""YVibrationVelocityRmsMPerS"": ""0.05498"", ""ZVibrationVelocityRmsMPerS"": ""0.00268""}"
2025-04-30 20:38:25.285329+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 9.089228630065918, ""StartDate"": ""2025-04-30T20:38:27.000Z""}"
2025-04-30 20:38:25.289038+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": ""-37.100"", ""VibrationTemperatureC"": ""34.530"", ""XVibrationDisplacementRmsM"": ""0.00093160"", ""YVibrationDisplacementRmsM"": ""0.00054980"", ""ZVibrationDisplacementRmsM"": ""0.00002680""}"
2025-04-30 20:38:25.292621+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""PressureAt"": ""1.8796021067"", ""TemperatureC"": ""-32.720""}"
2025-04-30 20:38:25.296464+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": ""39.960""}"
2025-04-30 20:38:25.299982+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC_1"": ""14.950"", ""TemperatureC_2"": ""-37.100"", ""VibrationTemperatureC_1"": ""27.510"", ""VibrationTemperatureC_2"": ""29.030"", ""XVibrationDisplacementRmsM_1"": ""0.00052080"", ""XVibrationDisplacementRmsM_2"": ""0.00078740"", ""YVibrationDisplacementRmsM_1"": ""0.00094550"", ""YVibrationDisplacementRmsM_2"": ""0.00099950"", ""ZVibrationDisplacementRmsM_1"": ""0.00010830"", ""ZVibrationDisplacementRmsM_2"": ""0.00075230""}"
2025-04-30 20:38:25.303744+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": ""22.990"", ""VibrationTemperatureC"": ""-32.720"", ""XVibrationAccelerationRmsMPerS2"": ""0.930"", ""YVibrationAccelerationRmsMPerS2"": ""0.540"", ""ZVibrationAccelerationRmsMPerS2"": ""0.020""}"
2025-04-30 20:38:25.3073+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 8.245000839233398, ""ClassId"": 22126, ""StartDate"": ""2025-04-30T20:38:27.000Z""}"
2025-04-30 20:38:25.311073+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""StateChangedCounter"": 272}"
2025-04-30 20:38:25.314636+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": ""22.990""}"
2025-04-30 20:38:25.318374+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC"": [""1.660"", ""34.530"", ""35.640"", ""3.980""]}"
2025-04-30 20:38:25.321977+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 52.08439254760742, ""CurrentB"": 94.55793762207031, ""CurrentC"": 2.6867306232452393, ""StartDate"": ""2025-04-30T20:38:27.000Z""}"
2025-04-30 20:38:25.338395+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC_1"": ""14.950"", ""TemperatureC_2"": ""29.030"", ""VibrationTemperatureC_1"": ""27.510"", ""VibrationTemperatureC_2"": ""29.030"", ""XVibrationVelocityRmsMPerS_1"": ""0.05208"", ""XVibrationVelocityRmsMPerS_2"": ""0.07874"", ""YVibrationVelocityRmsMPerS_1"": ""0.09455"", ""YVibrationVelocityRmsMPerS_2"": ""0.09995"", ""ZVibrationVelocityRmsMPerS_1"": ""0.01083"", ""ZVibrationVelocityRmsMPerS_2"": ""0.07523""}"
2025-04-30 20:38:25.342415+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""Concentration"": 0.0000014542951021212502, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:38:25.360632+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-04-30T20:38:27.000Z"", ""TemperatureC_1"": ""22.990"", ""TemperatureC_2"": ""39.960"", ""VibrationTemperatureC_1"": ""1.660"", ""VibrationTemperatureC_2"": ""39.960"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.520"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.780"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.940"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.990"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.100"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.750""}"
2025-04-30 20:38:55.615315+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-04-30T20:38:57.000Z"", ""DiscreteStatus"": 0}"
2025-04-30 20:39:26.08813+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""Concentration"": 0.026867305859923363, ""CasRegistryNumber"": 7783064}"
2025-04-30 20:39:26.129484+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""DiscreteStatus"": 0}"
2025-04-30 20:39:26.154115+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""FrequencyRpm"": 1985.086669921875}"
2025-04-30 20:39:26.15777+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""Concentration"": 0.0004039827035740018, ""CasRegistryNumber"": 74986}"
2025-04-30 20:39:26.161659+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""PressureAt"": ""0.0343950279""}"
2025-04-30 20:39:26.16534+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 0.43584132194519043, ""StartDate"": ""2025-04-30T20:39:27.000Z""}"
2025-04-30 20:39:26.168867+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-04-30T20:39:27.000Z"", ""TemperatureC"": ""24.720"", ""VibrationTemperatureC"": ""18.300"", ""XVibrationVelocityRmsMPerS"": ""0.08439"", ""YVibrationVelocityRmsMPerS"": ""0.06868"", ""ZVibrationVelocityRmsMPerS"": ""0.00005""}"
